# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
4.8645,513.88,211.37,32.28,211.99,32.456,30.473,6.5904,31.178,12.203,16.251,3.3722,45,3.8808e-4,9.8046,0.01705,360.97,0.057423,0.19625,10377,691.33,5.0826,0.035613,1872.6,1559.9,2.2336,0.62691,37257162,689.21,251.85,0.62378,0.62378,0.34996,0.10272,0.17109,0.0051911,0.011974,-7.7684e-5,0,6.217e-4,0.43858,0.43796,1.0622e-7,140,153.94,85.164,10.173,NaN,11.66,953.06,338.36,0.030278,0.19168
4.8948,520.3,212.34,31.575,212.97,31.768,30.958,6.6872,31.672,12.189,16.355,3.4985,45,3.9424e-4,9.8046,0.010795,361.29,-0.0011782,0.24911,10367,682.01,5.0791,0.035607,1846.1,1559.4,2.0476,0.62984,3.741e7,685.56,254.33,0.62458,0.62458,0.34983,0.10318,0.17157,0.0033731,0.0073343,-2.8612e-4,0,0.0010704,0.43875,0.43768,0,140,153.94,85.158,10.139,NaN,11.618,952.34,338.34,0.020367,0.19216
4.9152,524.63,212.98,31.241,213.61,31.43,31.285,6.7527,32.005,12.18,16.427,3.4464,45,3.9841e-4,9.8046,0.0091304,362.12,0.17372,0.20533,10358,672.66,5.0755,0.0356,1812.3,1559,1.8091,0.63178,37511094,681.9,256,0.62511,0.62511,0.34974,0.10348,0.17189,0.0029514,0.0049396,1.8811e-5,0,6.234e-4,0.43886,0.43824,9.5746e-7,140,153.94,85.153,10.15,NaN,11.59,951.86,338.32,0.030551,0.19255
4.9457,531.15,213.93,30.552,214.57,30.731,31.779,6.8512,32.509,12.166,16.53,3.3174,45,4.047e-4,9.8046,0.010821,362.3,0.34828,-0.18654,10348,663.26,5.0719,0.035593,2067.1,1558.6,3.6321,0.63467,37660542,678.4,258.47,0.62591,0.62591,0.34961,0.10393,0.17236,0.0027829,0.010132,4.0183e-4,0,0.001186,0.43903,0.43784,3.814e-6,140,153.94,85.145,10.211,NaN,11.548,951.13,338.3,0.018121,0.19297
4.9639,535.03,214.49,30.28,215.13,30.463,32.073,6.9098,32.809,12.158,16.591,3.3326,45,4.0845e-4,9.8046,0.0079811,363.2,0.27561,-0.39507,10339,654.28,5.0684,0.035587,2043.7,1558.2,3.4681,0.63634,37747062,675.14,259.91,0.62637,0.62637,0.34953,0.1042,0.17264,0.0020923,0.0072171,4.5244e-4,0,5.5537e-4,0.43912,0.43857,2.3762e-6,140,153.94,85.138,10.263,NaN,11.522,950.69,338.28,0.027181,0.1937
4.991,540.87,215.31,29.657,215.95,29.85,32.516,6.9983,33.261,12.146,16.682,3.3871,45,4.1409e-4,9.8045,0.0091729,363.59,-0.31985,-0.3589,10331,645.91,5.0652,0.035581,1832.4,1557.8,1.9617,0.63882,37874459,671.1,262.04,0.62706,0.62706,0.34942,0.1046,0.17305,0.0029096,0.005857,-2.452e-4,0,7.3339e-4,0.43927,0.43853,-3.1758e-6,140,153.94,85.126,10.346,NaN,11.484,950.04,338.26,0.028947,0.19412
5.02,547.12,216.16,29.057,216.81,29.26,32.991,7.093,33.745,12.134,16.782,3.4424,45,4.2014e-4,9.8045,0.01682,363.66,-0.2916,-0.11352,10321,635.55,5.0612,0.035574,1993.6,1557.3,3.1166,0.64141,38006876,667.85,264.28,0.62779,0.62779,0.34929,0.10502,0.17348,0.0046029,0.014211,-4.6989e-4,0,0.0013075,0.43942,0.43811,-2.6188e-6,140,153.94,85.116,10.418,NaN,11.444,949.34,338.23,0.016115,0.19453
5.0361,550.6,216.63,28.832,217.28,29.038,33.257,7.146,34.016,12.127,16.837,3.453,45,4.2352e-4,9.8045,0.019082,364.61,-0.13577,-0.063777,10312,627.23,5.058,0.035568,2047.4,1556.9,3.5036,0.64282,38079146,664.95,265.51,0.62819,0.62819,0.34923,0.10525,0.17372,0.0049938,0.017203,-3.1487e-4,0,5.1845e-4,0.4395,0.43898,-5.6529e-7,140,153.94,85.113,10.438,NaN,11.421,948.95,338.22,0.024173,0.19492
5.0603,555.85,217.32,28.296,217.98,28.493,33.657,7.2259,34.424,12.117,16.92,3.346,45,4.2862e-4,9.8045,0.013896,365.04,0.14225,-0.036303,10305,619.8,5.0551,0.035563,2038,1556.6,3.439,0.64493,38186174,660.61,267.34,0.62879,0.62879,0.34913,0.10559,0.17407,0.0036657,0.012876,2.9447e-4,0,5.1281e-4,0.43962,0.43911,6.1651e-7,140,153.94,85.112,10.425,NaN,11.387,948.37,338.2,0.036259,0.19586
5.0965,563.75,218.34,27.508,219.01,27.672,34.261,7.3466,35.04,12.103,17.036,3.011,45,4.3631e-4,9.8045,0.014558,364.22,0.13512,0.25333,10294,608.64,5.0508,0.035555,1853.1,1556.1,2.1217,0.64804,38343329,657.33,270.06,0.62968,0.62968,0.34898,0.10611,0.17459,0.0045327,0.009883,-1.8081e-4,0,0.0022437,0.43981,0.43756,5.5107e-7,140,153.94,85.113,10.328,NaN,11.336,947.49,338.17,0.0092128,0.19762
5.1058,565.76,218.6,27.532,219.26,27.698,34.415,7.3774,35.197,12.099,17.064,3.0248,45,4.3827e-4,9.8045,0.013339,365.49,0.16141,0.2746,10285,600.25,5.0476,0.035549,1882.6,1555.7,2.335,0.64881,38382142,655.68,270.73,0.62991,0.62991,0.34895,0.10624,0.17472,0.0040381,0.0092379,-4.4815e-4,0,8.9821e-4,0.43985,0.43896,7.8449e-7,140,153.94,85.112,10.297,NaN,11.323,947.26,338.16,0.013819,0.19845
5.1196,568.78,218.98,27.218,219.65,27.392,34.646,7.4236,35.433,12.094,17.106,3.0862,45,4.4122e-4,9.8044,0.0079451,366.15,0.092496,0.33826,10281,595.99,5.0459,0.035546,2009.5,1555.5,3.2431,0.64995,3.844e7,653.19,271.73,0.63024,0.63024,0.34889,0.10643,0.17492,0.0021481,0.0068038,4.721e-5,0,3.613e-4,0.43992,0.43956,2.5673e-7,140,153.94,85.11,10.251,NaN,11.303,946.92,338.15,0.020729,0.19898
5.1403,573.33,219.54,26.749,220.21,26.936,34.995,7.4932,35.788,12.086,17.171,3.1715,45,4.4565e-4,9.8044,0.0095946,366.54,-0.23416,0.21935,10275,589.62,5.0434,0.035542,1926.4,1555.2,2.6517,0.65165,38524537,649.46,273.22,0.63073,0.63073,0.34881,0.10671,0.1752,0.0027904,0.0073359,-4.0166e-4,0,2.738e-4,0.44002,0.43975,-1.6369e-6,140,153.94,85.104,10.199,NaN,11.273,946.42,338.13,0.031093,0.19943
5.1714,580.17,220.37,26.08,221.04,26.291,35.52,7.598,36.323,12.074,17.273,3.3271,45,4.5234e-4,9.8044,0.021761,366.77,-0.09188,0.12721,10265,580.05,5.0397,0.035535,1832.6,1554.7,1.9845,0.65415,38648837,645.05,275.42,0.63146,0.63146,0.34869,0.10714,0.17563,0.0069218,0.013761,-2.3638e-5,0,5.512e-4,0.44017,0.43962,-2.5015e-7,140,153.94,85.097,10.182,NaN,11.229,945.65,338.1,0.036854,0.19983
5.2082,588.31,221.32,25.478,222.01,25.698,36.146,7.7227,36.962,12.06,17.397,3.3582,45,4.6032e-4,9.8044,0.025725,365.09,0.31513,0.11241,10253,567.87,5.035,0.035526,1832.2,1554.2,1.9862,0.65705,38791795,642.86,277.97,0.63231,0.63231,0.34855,0.10764,0.17612,0.0081902,0.015939,7.9004e-6,0,0.0031667,0.44035,0.43718,2.9173e-6,140,153.94,85.099,10.242,NaN,11.176,944.74,338.07,0.0063631,0.20022
5.2146,589.71,221.49,25.549,222.17,25.768,36.255,7.7443,37.073,12.058,17.418,3.3504,45,4.6171e-4,9.8044,0.024514,366.52,0.38773,0.10771,10246,560.33,5.0321,0.035521,1833.9,1553.8,2.0005,0.65754,38816064,642.06,278.4,0.63246,0.63246,0.34853,0.10772,0.17621,0.0077923,0.015595,-2.8408e-4,0,0.0015623,0.44038,0.43881,4.4099e-6,140,153.94,85.1,10.259,NaN,11.167,944.59,338.07,0.0095446,0.2012
5.2242,591.83,221.73,25.39,222.42,25.604,36.418,7.7767,37.239,12.054,17.45,3.3034,45,4.6378e-4,9.8044,0.021913,367.44,0.49133,0.096798,10243,557.6,5.031,0.035519,1837,1553.7,2.0236,0.65828,38852299,640.88,279.05,0.63268,0.63268,0.3485,0.10785,0.17633,0.0069451,0.014513,6.2659e-5,0,6.0988e-4,0.44042,0.43981,7.0658e-6,140,153.94,85.104,10.284,NaN,11.153,944.35,338.06,0.014317,0.20164
5.2385,595.01,222.09,25.154,222.78,25.358,36.664,7.8255,37.489,12.048,17.497,3.2091,45,4.6691e-4,9.8044,0.0165,367.92,0.62268,0.071276,10239,553.5,5.0294,0.035516,1843.7,1553.5,2.0725,0.65938,38906158,639.09,280.03,0.633,0.63301,0.34844,0.10804,0.17652,0.0051961,0.010622,-4.3675e-4,0,2.611e-4,0.44049,0.44023,1.1312e-5,140,153.94,85.112,10.322,NaN,11.132,943.99,338.05,0.021475,0.20206
5.2599,599.78,222.63,24.808,223.32,24.987,37.033,7.8988,37.866,12.04,17.564,2.9855,45,4.7161e-4,9.8044,0.0027311,368.22,0.72869,-0.093055,10233,547.35,5.027,0.035512,1890.1,1553.2,2.4066,0.66101,38986041,636.42,281.47,0.63349,0.63349,0.34836,0.10833,0.1768,8.2265e-4,0.0015333,2.8761e-4,0,2.2198e-4,0.44059,0.44037,1.5416e-5,140,153.94,85.126,10.37,NaN,11.101,943.46,338.03,0.032213,0.20247
5.2922,606.97,223.43,24.293,224.12,24.432,37.589,8.0092,38.433,12.028,17.654,2.6038,45,4.787e-4,9.8043,0.021602,368.33,-0.57412,0.025808,10223,538.13,5.0234,0.035506,1871.1,1552.8,2.2736,0.66343,39103733,633.03,283.62,0.63422,0.63422,0.34825,0.10875,0.17722,0.0066299,0.014769,1.8659e-5,0,5.522e-4,0.44073,0.44018,-9.5017e-6,140,153.94,85.148,10.399,NaN,11.055,942.66,338,0.035849,0.2029
5.328,614.99,224.3,23.765,225,23.867,38.212,8.1326,39.068,12.015,17.741,2.2085,45,4.8662e-4,9.8043,0.04927,366.45,0.12168,0.083664,10212,526.44,5.0189,0.035497,1927,1552.2,2.6769,0.66609,39232240,630.95,285.99,0.63502,0.63503,0.34812,0.10923,0.17768,0.014369,0.038026,-4.0765e-4,0,0.003284,0.4409,0.43761,4.235e-7,140,153.94,85.158,10.381,NaN,11.003,941.76,337.97,0.0059844,0.20329
5.334,616.33,224.44,23.839,225.14,23.94,38.316,8.1533,39.174,12.013,17.754,2.1906,45,4.8795e-4,9.8043,0.051578,367.89,0.29516,0.076234,10204,519.25,5.0161,0.035492,1937.2,1551.9,2.7524,0.66653,39253358,630.21,286.38,0.63516,0.63516,0.3481,0.1093,0.17775,0.014905,0.0411,-3.2044e-4,0,0.0016466,0.44092,0.43928,2.4887e-6,140,153.94,85.156,10.375,NaN,10.994,941.61,337.96,0.0089765,0.20368
5.343,618.35,224.65,23.689,225.35,23.789,38.472,8.1843,39.333,12.01,17.773,2.1709,45,4.8994e-4,9.8043,0.052965,368.83,0.57376,0.049942,10202,516.68,5.0151,0.03549,1953.8,1551.8,2.8715,0.66718,39284890,629.09,286.96,0.63536,0.63536,0.34807,0.10942,0.17787,0.015084,0.043734,-4.6273e-4,0,6.3933e-4,0.44097,0.44033,9.3858e-6,140,153.94,85.153,10.366,NaN,10.981,941.39,337.95,0.013465,0.20406
5.3564,621.38,224.97,23.457,225.67,23.564,38.707,8.2309,39.573,12.005,17.803,2.2352,45,4.9293e-4,9.8043,0.047801,369.3,0.99866,-0.025009,10198,512.82,5.0135,0.035488,1980.7,1551.6,3.0647,0.66816,39331613,627.42,287.83,0.63565,0.63566,0.34802,0.1096,0.17804,0.013299,0.041186,4.9594e-4,0,2.4845e-4,0.44103,0.44078,2.8354e-5,140,153.94,85.142,10.359,NaN,10.961,941.05,337.94,0.020197,0.20444
5.3766,625.93,225.44,23.097,226.15,23.231,39.06,8.3009,39.933,11.998,17.851,2.4885,45,4.9743e-4,9.8043,0.027464,369.56,1.4612,-0.30169,10192,507.04,5.0113,0.035484,2038.2,1551.3,3.4776,0.6696,3.94e7,624.9,289.12,0.6361,0.6361,0.34795,0.10986,0.17829,0.0072787,0.024955,2.0463e-4,0,1.9081e-4,0.44111,0.44092,6.0447e-5,140,153.94,85.116,10.37,NaN,10.931,940.54,337.92,0.030296,0.20481
5.4069,632.77,226.14,22.552,226.85,22.744,39.592,8.4064,40.475,11.987,17.933,2.9518,45,5.042e-4,9.8043,0.01515,369.65,-1.3983,-0.87924,10184,498.37,5.0079,0.035478,1861.6,1550.9,2.2193,0.67173,39501689,621.17,291.03,0.63675,0.63675,0.34784,0.11025,0.17866,0.0046992,0.010177,-9.2028e-5,0,4.3374e-4,0.44125,0.44081,-5.5009e-5,140,153.94,85.067,10.444,NaN,10.887,939.78,337.9,0.044622,0.20518
5.4516,642.88,227.14,21.781,227.86,22.033,40.38,8.5629,41.278,11.973,18.076,3.3265,45,5.1424e-4,9.8042,0.050252,364.19,-0.68976,-0.10421,10171,485.5,5.0028,0.035469,2017.2,1550.3,3.3347,0.6748,39646014,618.82,293.77,0.6377,0.63771,0.34769,0.11081,0.1792,0.013571,0.045488,1.7578e-4,0,0.0074233,0.44144,0.43401,-1.3268e-5,140,153.94,85.012,10.584,NaN,10.821,938.65,337.86,0.002586,0.20555
5.4541,643.47,227.19,21.968,227.91,22.225,40.426,8.572,41.325,11.972,18.085,3.3711,45,5.1482e-4,9.8042,0.052584,365.9,-0.60362,-0.079717,10163,477.39,4.9997,0.035463,2027,1549.9,3.4078,0.67497,39654053,618.52,293.93,0.63776,0.63776,0.34769,0.11085,0.17923,0.014085,0.04758,2.2044e-4,0,0.0054065,0.44145,0.43604,-1.0156e-5,140,153.94,85.011,10.59,NaN,10.817,938.58,337.85,0.0035486,0.20593
5.4577,644.27,227.27,21.908,227.99,22.17,40.489,8.5845,41.389,11.971,18.097,3.3992,45,5.1562e-4,9.8042,0.05541,367.52,-0.4764,-0.053326,10162,476.33,4.9992,0.035462,2038.9,1549.9,3.4934,0.67521,39665078,618.08,294.14,0.63783,0.63784,0.34767,0.11089,0.17927,0.014698,0.051301,1.5522e-4,0,0.003508,0.44146,0.43796,-6.3219e-6,140,153.94,85.009,10.596,NaN,10.812,938.49,337.85,0.0053229,0.2063
5.463,645.48,227.39,21.818,228.11,22.086,40.583,8.6033,41.485,11.969,18.115,3.4304,45,5.1683e-4,9.8042,0.058769,368.96,-0.26914,-0.028001,10160,474.81,4.9986,0.035461,2054,1549.8,3.6015,0.67556,39681551,617.41,294.46,0.63794,0.63795,0.34766,0.11096,0.17933,0.015399,0.055071,1.6279e-4,0,0.0018517,0.44149,0.43963,-2.0157e-6,140,153.94,85.007,10.602,NaN,10.804,938.35,337.85,0.0079843,0.20683
5.471,647.3,227.56,21.685,228.28,21.958,40.725,8.6316,41.63,11.967,18.142,3.4517,45,5.1863e-4,9.8042,0.061657,369.95,0.07066,-0.018368,10158,472.52,4.9978,0.035459,2071.5,1549.7,3.7271,0.67609,39706116,616.42,294.93,0.63811,0.63811,0.34763,0.11105,0.17942,0.015932,0.059767,-3.3918e-4,0,7.4735e-4,0.44152,0.44077,1.3872e-7,140,153.94,85.006,10.603,NaN,10.793,938.15,337.84,0.011977,0.20719
5.483,650.03,227.82,21.49,228.55,21.762,40.939,8.674,41.847,11.963,18.183,3.426,45,5.2135e-4,9.8042,0.060889,370.46,0.60155,-0.063122,10154,469.09,4.9964,0.035457,2087.9,1549.5,3.8451,0.67688,39742636,614.93,295.64,0.63835,0.63836,0.34759,0.1112,0.17956,0.015532,0.059392,3.8131e-4,0,2.6072e-4,0.44157,0.44131,1.0031e-5,140,153.94,85.01,10.586,NaN,10.775,937.85,337.83,0.017965,0.20756
5.5009,654.12,228.21,21.211,228.93,21.46,41.259,8.738,42.175,11.957,18.244,3.2598,45,5.2544e-4,9.8042,0.048059,370.68,1.2934,-0.30182,10149,463.95,4.9944,0.035453,2085,1549.3,3.8265,0.67805,39796751,612.69,296.68,0.63872,0.63873,0.34753,0.11142,0.17977,0.012288,0.04702,3.6385e-4,0,1.575e-4,0.44164,0.44148,4.6222e-5,140,153.94,85.026,10.514,NaN,10.748,937.39,337.81,0.026947,0.20792
5.5279,660.28,228.78,20.834,229.51,20.984,41.743,8.8343,42.667,11.95,18.322,2.5048,45,5.3159e-4,9.8042,0.014414,370.8,-1.6313,-0.21738,10141,456.23,4.9913,0.035448,2085.7,1548.9,3.8343,0.67981,39878142,609.33,298.27,0.63928,0.63928,0.34745,0.11175,0.18008,0.0036826,0.014178,1.1804e-4,0,2.6669e-4,0.44175,0.44149,-7.315e-5,140,153.94,85.066,10.323,NaN,10.708,936.7,337.79,0.040421,0.20829
5.5683,669.54,229.61,20.078,230.35,20.171,42.471,8.9791,43.41,11.938,18.407,1.9336,45,5.4086e-4,9.8041,0.061817,368.77,-0.20248,0.31495,10130,444.72,4.9868,0.03544,2073.6,1548.4,3.7514,0.68238,39995670,606.57,300.58,0.6401,0.6401,0.34732,0.11224,0.18053,0.015966,0.059441,-4.88e-4,0,0.0030181,0.44192,0.4389,-1.1187e-6,140,153.94,85.1,10.045,NaN,10.648,935.67,337.75,0.0062349,0.20868
5.5745,670.98,229.74,20.237,230.48,20.333,42.583,9.0014,43.524,11.936,18.419,1.9744,45,5.423e-4,9.8041,0.060793,370.16,0.077154,0.31597,10122,436.85,4.9837,0.035434,2073.5,1548,3.7539,0.68277,40013140,605.32,300.93,0.64022,0.64023,0.3473,0.11232,0.1806,0.015703,0.058803,1.1577e-4,0,0.0014114,0.44194,0.44053,1.6226e-7,140,153.94,85.099,10.023,NaN,10.639,935.51,337.75,0.0093523,0.20907
5.5839,673.13,229.93,20.015,230.67,20.117,42.752,9.035,43.697,11.933,18.437,2.0282,45,5.4445e-4,9.8041,0.056148,370.99,0.48231,0.31824,10120,434.38,4.9827,0.035433,2074,1547.9,3.7581,0.68334,40039158,603.45,301.45,0.6404,0.64041,0.34727,0.11243,0.1807,0.014498,0.054212,1.8715e-5,0,4.9562e-4,0.44198,0.44148,6.3305e-6,140,153.94,85.096,10.01,NaN,10.625,935.27,337.74,0.014028,0.20945
5.5979,676.35,230.21,19.678,230.95,19.796,43.006,9.0853,43.956,11.929,18.466,2.1624,45,5.4768e-4,9.8041,0.043119,371.35,0.99013,0.33558,10116,430.68,4.9813,0.03543,2077.6,1547.7,3.785,0.6842,40077577,600.64,302.21,0.64068,0.64068,0.34723,0.11259,0.18086,0.011102,0.041873,4.3795e-4,0,1.8214e-4,0.44203,0.44185,2.6614e-5,140,153.94,85.085,10.041,NaN,10.604,934.91,337.72,0.021043,0.21001
5.619,681.2,230.62,19.175,231.36,19.315,43.388,9.1607,44.345,11.922,18.513,2.3256,45,5.5254e-4,9.8041,0.019326,371.49,1.5138,0.14489,10110,425.14,4.9791,0.035426,2052.9,1547.4,3.6107,0.68547,40134375,596.43,303.35,0.64109,0.64109,0.34717,0.11284,0.18108,0.0050753,0.018706,-4.0923e-4,0,1.6206e-4,0.44211,0.44195,6.1986e-5,140,153.94,85.061,10.197,NaN,10.572,934.36,337.71,0.031564,0.21062
5.6505,688.49,231.22,18.423,231.97,18.607,43.962,9.2742,44.93,11.912,18.592,2.6117,45,5.5986e-4,9.8041,0.022932,371.29,-1.4197,-0.41103,10102,416.82,4.9758,0.03542,2079.3,1547,3.8018,0.68732,40216585,591.47,305.01,0.64169,0.64169,0.34707,0.1132,0.18141,0.0058983,0.022342,-3.9033e-4,0,6.1211e-4,0.44223,0.44162,-5.4239e-5,140,153.94,85.022,10.56,NaN,10.525,933.55,337.68,0.030353,0.21251
5.6809,695.52,231.78,17.793,232.53,18.046,44.517,9.384,45.496,11.903,18.678,3.0145,45,5.6692e-4,9.8041,0.055909,369.82,-0.59875,0.1669,10092,407.03,4.9719,0.035413,1961.8,1546.6,2.9663,0.68903,40290811,588.45,306.54,0.64224,0.64225,0.34699,0.11353,0.18172,0.015877,0.047415,-4.7756e-4,0,0.0025448,0.44234,0.4398,-9.6006e-6,140,153.94,84.999,10.837,NaN,10.479,932.76,337.65,0.0072696,0.21343
5.6881,697.2,231.91,17.837,232.66,18.1,44.651,9.4104,45.631,11.901,18.7,3.0719,45,5.6862e-4,9.8041,0.059032,371.12,-0.31949,0.19479,10086,401.08,4.9696,0.035409,1944.7,1546.3,2.8458,0.68943,40308055,587,306.89,0.64237,0.64238,0.34697,0.11361,0.18179,0.017023,0.048582,-3.7905e-4,0,0.0010387,0.44237,0.44133,-2.7304e-6,140,153.94,84.998,10.874,NaN,10.468,932.58,337.64,0.010904,0.21416
5.6991,699.73,232.1,17.589,232.86,17.857,44.851,9.4501,45.836,11.898,18.733,3.0821,45,5.7117e-4,9.804,0.059783,371.77,0.1044,0.20379,10083,398.2,4.9684,0.035407,1920.9,1546.1,2.6771,0.69002,40333632,584.81,307.42,0.64256,0.64257,0.34694,0.11373,0.1819,0.017615,0.047312,-4.0291e-4,0,3.2402e-4,0.44241,0.44208,2.9106e-7,140,153.94,84.998,10.902,NaN,10.452,932.29,337.63,0.016357,0.21532
5.7154,703.53,232.39,17.251,233.15,17.458,45.152,9.51,46.142,11.894,18.779,2.6837,45,5.75e-4,9.804,0.042491,372,0.579,0.30541,10079,393.89,4.9667,0.035404,1990.4,1545.9,3.1746,0.69093,40372499,581.54,308.23,0.64286,0.64286,0.34689,0.11391,0.18206,0.011774,0.037031,3.7788e-4,0,1.4823e-4,0.44246,0.44232,8.9301e-6,140,153.94,85.005,10.877,NaN,10.427,931.87,337.62,0.024535,0.21603
5.7399,709.24,232.81,16.743,233.57,16.873,45.604,9.6003,46.604,11.888,18.837,2.0862,45,5.8077e-4,9.804,0.028757,372.04,0.46425,0.99199,10073,387.42,4.9642,0.0354,2020,1545.6,3.3883,0.69225,40429125,576.63,309.41,0.6433,0.6433,0.34682,0.11417,0.1823,0.0077714,0.02681,-4.3968e-4,0,2.2864e-4,0.44255,0.44232,5.7199e-6,140,153.94,85.018,10.679,NaN,10.39,931.23,337.6,0.036802,0.21676
5.7767,717.82,233.42,15.957,234.19,16.036,46.285,9.7363,47.298,11.879,18.903,1.5897,45,5.8944e-4,9.804,0.045818,370.54,0.13889,1.2017,10063,377.72,4.9603,0.035393,1814.4,1545.2,1.9234,0.69417,40509483,573.01,311.11,0.64393,0.64393,0.34673,0.11456,0.18264,0.014961,0.028296,-1.4064e-4,0,0.0021757,0.44268,0.4405,5.0921e-7,140,153.94,85.017,10.205,NaN,10.334,930.27,337.56,0.0083952,0.2172
5.7851,719.78,233.56,16.029,234.32,16.112,46.441,9.7674,47.457,11.877,18.916,1.631,45,5.9142e-4,9.804,0.047993,371.75,0.22062,1.2172,10056,370.57,4.9575,0.035388,1810.8,1544.8,1.9002,0.69459,40527012,571.33,311.48,0.64407,0.64407,0.34671,0.11464,0.18272,0.01573,0.029424,-1.7247e-4,0,7.7443e-4,0.4427,0.44193,1.2834e-6,140,153.94,85.011,10.107,NaN,10.321,930.05,337.55,0.012593,0.21761
5.7977,722.72,233.76,15.743,234.53,15.836,46.675,9.814,47.695,11.874,18.936,1.7169,45,5.944e-4,9.804,0.048696,372.25,0.38167,1.2502,10052,367.26,4.9561,0.035385,1811.5,1544.7,1.9059,0.69522,40552936,568.8,312.04,0.64428,0.64428,0.34667,0.11477,0.18283,0.015953,0.030573,-1.084e-4,0,2.3307e-4,0.44274,0.44251,3.8343e-6,140,153.94,84.999,9.985,NaN,10.302,929.72,337.54,0.018889,0.218
5.8166,727.14,234.06,15.296,234.82,15.43,47.026,9.8838,48.053,11.87,18.97,2.0288,45,5.9887e-4,9.804,0.041055,372.38,0.38587,1.3828,10047,362.28,4.9542,0.035382,1843.6,1544.4,2.1371,0.69614,4.059e7,565.02,312.85,0.64458,0.64459,0.34663,0.11496,0.183,0.013027,0.028269,-3.9116e-4,0,1.5472e-4,0.4428,0.44265,3.9092e-6,140,153.94,84.975,9.8826,NaN,10.274,929.23,337.52,0.028334,0.21842
5.845,733.78,234.49,14.63,235.26,14.827,47.554,9.9885,48.592,11.862,19.032,2.4086,45,6.056e-4,9.8039,0.032178,372.19,-0.14573,1.5084,10040,354.81,4.9512,0.035377,2043.8,1544,3.5697,0.69748,40643888,559.72,314.02,0.64503,0.64503,0.34656,0.11523,0.18324,0.0085356,0.03058,4.0548e-4,0,4.7758e-4,0.44289,0.44241,-5.5553e-7,140,153.94,84.934,9.9541,NaN,10.23,928.49,337.5,0.037938,0.21882
5.8829,742.68,235.04,13.808,235.81,14.035,48.264,10.129,49.315,11.852,19.127,2.514,45,6.1464e-4,9.8039,0.030564,367.51,-0.80636,0.86031,10030,344.33,4.947,0.035369,1926.4,1543.5,2.7345,0.69922,40711893,556.44,315.53,0.64561,0.64562,0.34647,0.11558,0.18356,0.0089738,0.024471,3.5293e-4,0,0.0061591,0.44301,0.43685,-1.6928e-5,140,153.94,84.901,10.373,NaN,10.173,927.49,337.46,0.0029297,0.21963
5.8858,743.37,235.08,14.044,235.85,14.271,48.319,10.14,49.371,11.851,19.134,2.5362,45,6.1534e-4,9.8039,0.031284,369.17,-0.82258,0.78832,10023,337.86,4.9444,0.035365,1902.9,1543.2,2.5692,0.69935,40716916,555.86,315.64,0.64566,0.64566,0.34646,0.11561,0.18358,0.0093856,0.024421,-4.8311e-4,0,0.004194,0.44301,0.43882,-1.7609e-5,140,153.94,84.9,10.409,NaN,10.168,927.42,337.46,0.0043007,0.22017
5.8901,744.38,235.14,13.952,235.92,14.179,48.4,10.156,49.454,11.85,19.145,2.5234,45,6.1637e-4,9.8039,0.032553,370.7,-0.82996,0.68969,10022,336.72,4.944,0.035364,1874,1543.2,2.3632,0.69954,40724273,555,315.8,0.64572,0.64572,0.34646,0.11565,0.18362,0.010036,0.023867,-4.5024e-4,0,0.0023904,0.44303,0.44064,-1.7917e-5,140,153.94,84.899,10.462,NaN,10.162,927.3,337.46,0.006451,0.22064
5.8966,745.9,235.23,13.815,236.01,14.038,48.521,10.179,49.577,11.849,19.161,2.4914,45,6.1791e-4,9.8039,0.034802,371.85,-0.80701,0.55849,10020,335.02,4.9433,0.035363,1843,1543.1,2.1424,0.69982,40735190,553.71,316.05,0.64582,0.64582,0.34644,0.11571,0.18367,0.011056,0.023637,-6.8661e-5,0,0.0010407,0.44305,0.442,-1.6927e-5,140,153.94,84.898,10.535,NaN,10.152,927.14,337.45,0.0096765,0.22108
